user	item	rating	time
601	185	4	876349577
601	157	3	876349716
601	196	3	876349810
601	238	2	876349897
601	623	1	876349897
601	660	3	876349937
601	71	1	876349937
601	191	4	876350016
601	154	5	876350017
601	208	4	876350017
601	65	4	876350017
601	1540	2	876350017
601	210	4	876350060
601	421	1	876350060
601	153	4	876350060
601	198	4	876350104
601	132	5	876350104
601	482	4	876350142
601	584	4	876350142
601	96	2	876350185
601	1039	4	876350185
601	184	3	876350230
601	1073	2	876350230
601	436	4	876350230
601	504	4	876350300
601	1063	3	876350340
601	58	1	876350400
601	163	4	876350400
601	228	5	876350400
601	141	4	876350443
601	135	4	876350443
601	39	1	876350443
601	290	3	876350501
601	99	3	876350536
601	389	2	876350537
601	239	3	876350537
601	387	3	876350583
601	230	4	876350583
601	241	4	876350652
601	416	3	876350683
601	588	3	876350719
601	418	2	876350766
601	443	4	876350766
601	131	4	876350766
601	133	4	876350812
601	699	3	876350812
601	365	3	876350812
601	164	4	876350875
601	168	5	876350944
601	1116	4	876350944
601	406	2	876350998
601	378	2	876351041
601	179	5	876351073
601	143	3	876351073
601	1135	2	876351141
601	842	1	876351171
601	949	2	876351214
601	921	5	876351214
601	419	4	876351263
601	673	1	876351264
601	82	1	876351298
601	140	1	876351298
601	431	4	876351413
601	382	4	876351582
259	168	5	876365003
259	154	5	876365003
554	68	2	876368907
554	31	4	876369085
554	735	3	876369162
554	216	3	876369162
554	227	3	876369198
554	133	4	876369272
554	70	4	876369382
554	770	1	876369382
554	173	3	876369527
554	4	2	876369560
554	1041	3	876369560
554	66	3	876369615
554	86	4	876369678
554	318	5	876369730
554	179	3	876369785
554	951	3	876369840
554	229	3	876369907
554	67	3	876369932
554	230	5	876369968
554	43	3	876369968
554	728	3	876369995
554	542	3	876369995
233	375	4	876374419
233	129	3	876374463
233	623	3	876374602
543	1262	2	876382812
543	9	4	876382812
343	286	4	876402390
343	302	4	876402390
343	269	4	876402390
343	303	4	876402390
343	258	5	876402390
343	288	2	876402428
343	324	5	876402468
343	334	5	876402468
343	333	3	876402468
343	358	1	876402493
343	306	4	876402516
343	260	1	876402556
343	515	4	876402626
343	100	5	876402668
343	475	5	876402668
343	236	5	876402668
343	1	5	876402668
343	124	4	876402738
343	237	4	876402738
343	9	5	876402738
343	147	4	876402814
343	50	5	876402814
343	25	2	876402814
343	13	5	876402894
343	458	5	876402894
343	150	4	876402941
343	744	4	876402941
343	471	4	876402941
343	137	4	876402941
343	257	3	876402941
343	7	5	876402941
343	222	4	876402978
343	277	4	876402978
343	116	5	876403009
343	10	4	876403009
343	276	5	876403078
343	1067	3	876403078
343	250	5	876403078
343	235	4	876403078
343	118	2	876403121
343	117	2	876403121
343	408	5	876403121
343	950	3	876403121
343	283	4	876403212
343	410	3	876403212
343	473	3	876403212
343	980	5	876403239
343	476	2	876403239
343	297	5	876403283
343	536	4	876403310
343	919	5	876403348
343	546	1	876403348
343	1008	4	876403418
343	274	3	876403443
343	252	4	876403491
343	508	5	876403514
343	1117	3	876403563
343	930	1	876403587
343	1132	4	876403746
343	405	4	876403776
343	1047	1	876403776
343	823	3	876403851
343	130	3	876403883
343	931	3	876403938
343	483	5	876404343
343	642	4	876404343
343	435	4	876404343
343	462	4	876404385
343	496	5	876404426
343	208	4	876404426
343	703	4	876404426
343	57	5	876404426
343	127	5	876404464
343	174	5	876404464
343	199	5	876404464
343	657	5	876404464
343	724	4	876404499
343	478	5	876404499
343	23	5	876404499
343	531	5	876404539
343	200	2	876404539
343	153	5	876404539
343	134	5	876404568
343	135	5	876404568
343	168	4	876404612
343	152	4	876404612
343	180	5	876404613
343	87	4	876404613
343	523	5	876404647
343	238	4	876404647
343	42	4	876404647
343	961	4	876404688
343	614	5	876404689
343	191	5	876404689
343	26	3	876404689
343	1039	5	876404689
343	228	5	876404757
343	164	3	876404757
343	527	5	876404757
343	52	5	876404793
343	28	5	876404793
343	463	4	876404793
343	606	5	876404836
343	197	4	876404836
343	86	5	876404836
343	8	5	876404836
343	98	5	876404836
343	582	3	876404836
343	132	5	876404880
343	963	5	876404880
343	56	5	876404880
343	83	4	876404957
343	461	2	876404957
343	466	4	876404957
343	660	3	876405004
343	528	3	876405004
343	77	3	876405004
343	144	4	876405004
343	157	4	876405045
343	175	5	876405045
343	663	5	876405045
343	499	5	876405129
343	55	3	876405129
343	1194	4	876405129
343	317	5	876405130
343	88	4	876405130
343	47	4	876405130
343	561	3	876405172
343	11	5	876405172
343	65	5	876405172
343	792	5	876405172
343	169	5	876405172
343	194	5	876405200
343	387	4	876405521
343	176	5	876405553
343	179	5	876405633
343	234	1	876405633
343	530	5	876405633
343	64	5	876405697
343	189	4	876405697
343	48	3	876405697
343	655	5	876405697
343	12	5	876405735
343	69	5	876405735
343	223	5	876405735
343	82	5	876405735
343	217	3	876405771
343	1073	4	876405771
343	211	5	876405820
343	581	4	876405820
343	427	5	876405820
343	156	4	876405857
343	193	4	876405857
343	371	2	876405893
343	159	2	876405893
343	97	4	876405893
343	1140	3	876405943
343	715	5	876405943
343	215	5	876405943
343	187	4	876406006
343	198	4	876406006
343	89	3	876406006
343	63	4	876406062
343	79	4	876406144
343	367	4	876406144
343	951	1	876406144
343	22	4	876406181
343	786	4	876406181
343	3	4	876406256
343	202	4	876406256
343	196	4	876406257
343	702	4	876406257
343	38	3	876406257
343	58	4	876406283
343	1112	3	876406314
343	712	4	876406391
343	778	5	876406391
343	66	3	876406421
343	569	3	876406421
343	727	4	876406462
343	425	5	876406514
343	943	4	876406552
343	154	5	876406552
343	1267	4	876406576
343	735	5	876406576
343	214	4	876406604
343	44	3	876406640
343	568	1	876406640
343	921	4	876406640
343	1211	4	876406677
343	90	4	876406677
343	143	4	876406677
343	474	5	876406677
343	62	2	876406707
343	318	5	876406707
343	203	5	876406764
343	559	3	876406822
343	684	3	876406878
343	68	1	876406878
343	403	4	876406878
343	265	2	876406878
343	739	3	876406939
343	385	3	876406939
343	1107	3	876406977
343	382	3	876406978
343	375	2	876406978
343	708	4	876407006
343	654	5	876407006
343	231	5	876407032
343	121	2	876407072
343	429	4	876407138
343	449	5	876407138
343	747	4	876407174
343	631	4	876407175
343	583	4	876407202
343	177	4	876407252
343	241	3	876407291
343	729	3	876407291
343	229	4	876407340
343	155	1	876407379
343	53	5	876407421
343	186	4	876407485
343	76	4	876407565
343	67	3	876407663
343	555	1	876407706
343	72	5	876407706
343	188	4	876407749
343	20	5	876408138
343	498	5	876408138
343	521	5	876408138
343	4	5	876408139
343	275	5	876408139
343	510	5	876408139
343	357	5	876408139
343	81	5	876408139
343	163	5	876408139
343	423	5	876408139
764	71	5	876429672
764	1221	4	876430033
764	418	4	876430033
764	356	4	876430571
307	21	4	876433101
182	178	5	876435434
182	191	4	876435434
182	172	5	876435435
182	69	5	876435435
182	423	5	876436480
182	203	3	876436556
182	479	5	876436556
182	48	3	876436556
116	258	4	876451911
116	286	3	876451911
116	331	3	876451911
116	302	3	876451911
116	332	3	876451998
116	333	2	876452054
116	879	2	876452094
116	300	3	876452094
116	289	4	876452094
116	358	2	876452094
116	324	2	876452133
116	299	3	876452133
116	748	2	876452186
116	323	3	876452186
116	259	4	876452186
116	322	2	876452186
116	264	3	876452186
116	328	3	876452186
116	325	3	876452186
116	678	3	876452228
116	872	3	876452228
116	246	5	876452405
116	50	3	876452443
116	515	4	876452443
116	253	3	876452492
116	1142	4	876452492
116	248	3	876452492
116	181	4	876452523
116	257	3	876452523
116	255	3	876452524
116	298	3	876452555
116	295	3	876452582
116	1216	3	876452582
116	250	4	876452606
116	532	2	876452651
116	1257	1	876452651
116	249	2	876452705
116	650	2	876452806
116	596	5	876452854
116	145	2	876452980
116	758	1	876452980
116	1082	3	876453171
116	1244	2	876453191
116	1013	3	876453222
116	1256	1	876453222
116	326	2	876453376
116	1016	2	876453376
116	1089	2	876453376
116	993	2	876453376
116	1258	2	876453376
116	252	2	876453376
116	294	2	876453376
116	304	2	876453376
116	1255	2	876453377
116	1254	2	876453377
116	1214	3	876453422
116	730	4	876453519
116	511	4	876453519
116	185	3	876453519
116	275	2	876453519
116	531	2	876453519
116	221	4	876453560
116	640	3	876453560
116	582	3	876453626
116	195	4	876453626
116	193	4	876453681
116	116	3	876453733
116	124	3	876453733
116	421	3	876453800
116	806	4	876453800
116	292	4	876453847
116	1220	2	876453865
116	7	2	876453915
116	1039	4	876453915
116	203	5	876453915
116	191	4	876453961
116	607	2	876453961
116	661	4	876454023
116	285	4	876454023
116	65	2	876454052
116	1226	2	876454090
116	942	3	876454090
116	390	4	876454090
116	1253	2	876454109
116	199	4	876454174
116	604	3	876454174
116	603	3	876454174
116	479	4	876454191
116	47	3	876454238
116	127	5	876454257
116	137	2	876454308
875	258	4	876464694
875	286	3	876464694
875	302	5	876464694
875	269	4	876464694
875	288	4	876464755
875	321	3	876464755
875	268	4	876464755
875	294	2	876464755
875	289	4	876464800
875	300	3	876464800
875	358	3	876464800
875	334	4	876464800
875	332	3	876464801
875	333	5	876464801
875	937	4	876464830
875	327	4	876464873
875	423	5	876464967
875	98	5	876464967
875	180	5	876464967
875	707	4	876464967
875	133	4	876464967
875	169	5	876465025
875	174	5	876465025
875	478	4	876465025
875	8	3	876465072
875	45	3	876465072
875	172	4	876465072
875	22	3	876465072
875	357	5	876465072
875	603	4	876465111
875	173	5	876465111
875	176	4	876465112
875	514	5	876465112
875	428	4	876465112
875	96	4	876465144
875	183	5	876465144
875	496	4	876465144
875	211	5	876465144
875	1103	5	876465144
875	135	4	876465188
875	753	3	876465188
875	772	5	876465188
875	511	5	876465188
875	474	5	876465188
875	462	4	876465188
875	179	5	876465188
875	134	5	876465188
875	131	4	876465229
875	1073	5	876465230
875	418	4	876465230
875	692	2	876465230
875	654	4	876465230
875	527	4	876465230
875	12	5	876465230
875	806	4	876465230
875	1422	3	876465274
875	32	5	876465275
875	480	5	876465275
875	963	4	876465275
875	64	5	876465275
875	504	5	876465275
875	921	5	876465275
875	652	5	876465275
875	181	4	876465335
875	964	4	876465335
875	421	4	876465335
875	501	4	876465335
875	71	2	876465336
875	42	4	876465336
875	55	3	876465370
875	50	5	876465370
875	481	5	876465370
875	923	5	876465370
875	171	5	876465370
875	523	4	876465408
875	28	4	876465408
875	512	5	876465408
875	582	5	876465408
875	213	4	876465408
875	518	4	876465408
875	4	3	876466687
875	651	5	876466687
875	479	4	876466687
875	195	4	876466687
875	23	5	876466687
875	187	4	876466687
875	56	5	876466687
875	185	4	876466687
875	461	4	876466687
221	268	5	876502910
221	335	4	876502948
306	269	5	876503792
306	306	5	876503792
306	258	2	876503793
306	303	3	876503793
306	289	3	876503793
306	242	5	876503793
306	319	4	876503793
306	286	4	876503793
306	321	3	876503793
306	275	4	876503894
306	19	5	876503995
306	14	5	876503995
306	283	3	876503995
306	1009	4	876503995
306	1251	5	876504026
306	116	5	876504026
306	744	4	876504054
306	864	3	876504286
306	741	1	876504286
306	150	5	876504286
306	100	4	876504286
306	285	4	876504354
306	235	4	876504354
306	257	4	876504354
306	25	3	876504354
306	287	4	876504442
306	111	4	876504442
306	13	4	876504442
306	756	3	876504472
306	1028	2	876504581
306	1514	4	876504614
306	476	3	876504679
593	163	4	876506675
593	131	4	876506731
593	580	1	876507120
593	133	4	876507391
268	268	5	876513491
268	269	4	876513523
268	333	4	876513565
268	302	5	876513584
268	264	3	876513607
268	260	3	876513643
268	358	3	876513643
268	328	1	876513643
268	325	3	876513675
268	258	2	876513675
268	294	3	876513675
268	259	3	876513675
268	324	4	876513708
268	717	1	876513785
268	790	2	876513785
268	583	4	876513830
268	484	4	876513831
268	746	3	876513855
268	203	5	876513855
268	561	3	876513897
268	391	3	876513897
268	1476	2	876513897
268	89	4	876513897
268	421	3	876513927
268	978	2	876513927
268	1095	2	876513927
268	105	2	876513927
268	7	4	876513953
268	96	5	876513953
268	37	3	876514002
268	407	1	876514002
268	452	1	876514002
268	147	4	876514002
268	24	2	876514002
268	1110	3	876514077
268	679	4	876514107
268	732	3	876514107
268	433	4	876514107
268	552	2	876514108
268	178	4	876518557
268	735	3	876518557
268	824	2	876518557
286	123	5	876521586
286	100	3	876521650
286	117	2	876521650
286	125	4	876521650
286	251	5	876521678
286	1	4	876521699
286	278	5	876521700
286	924	4	876521773
286	477	3	876521773
286	763	2	876521809
286	16	3	876521809
286	819	3	876521835
286	546	1	876521835
286	20	4	876521858
286	111	5	876521858
286	240	3	876521858
286	250	4	876521887
286	741	4	876521887
286	274	2	876521917
286	13	2	876521933
286	815	3	876521966
286	476	4	876521993
286	762	2	876522008
286	1047	1	876522026
286	290	3	876522072
286	280	4	876522097
286	929	4	876522098
286	147	5	876522114
286	1288	4	876522114
286	411	2	876522133
286	405	3	876522150
286	121	3	876522166
286	1202	3	876522185
286	824	1	876522200
286	930	2	876522240
286	1079	3	876522240
286	1051	4	876522261
286	3	2	876522316
286	931	4	876522340
286	472	3	876522340
286	597	3	876522360
664	286	4	876523092
664	302	4	876523093
664	268	3	876523093
664	306	4	876523133
664	319	4	876523133
664	326	2	876523225
664	678	2	876523288
664	328	3	876523314
664	509	4	876523654
664	179	4	876523654
664	197	4	876523654
664	223	4	876523654
664	531	2	876523833
664	528	5	876523833
664	191	3	876523833
664	100	5	876523833
664	513	4	876524053
664	427	4	876524053
664	285	5	876524053
664	276	5	876524053
664	192	4	876524096
664	655	3	876524097
664	518	4	876524290
664	81	5	876524474
664	664	4	876524474
664	64	4	876524474
664	469	3	876524474
664	792	4	876524474
664	137	3	876524641
664	222	3	876524641
664	182	4	876524641
664	180	4	876524641
664	187	5	876524699
664	175	4	876524699
664	12	5	876524699
664	22	2	876524731
664	160	3	876524731
664	157	3	876524731
664	83	4	876524869
664	425	3	876524937
664	237	2	876525002
664	1101	3	876525002
664	92	4	876525002
664	649	4	876525044
664	582	1	876525044
664	127	5	876525044
664	318	5	876525044
664	47	4	876525076
664	631	4	876525077
664	708	4	876525077
664	778	3	876525192
664	58	4	876525292
664	215	4	876525293
664	149	3	876525315
664	732	3	876525315
664	97	3	876525363
664	69	3	876525364
664	724	3	876525695
664	715	3	876525718
664	660	3	876525718
664	52	5	876525736
664	162	4	876525764
664	56	4	876525962
664	173	4	876525963
664	154	5	876525963
664	516	5	876525963
664	433	3	876525998
664	209	4	876525998
664	194	4	876525998
664	663	4	876525998
664	522	3	876525998
664	702	4	876526052
664	186	5	876526052
664	153	4	876526152
664	1098	3	876526152
664	367	3	876526152
664	4	4	876526152
664	321	3	876526179
664	514	5	876526179
664	176	4	876526462
664	98	4	876526462
664	183	3	876526462
664	228	4	876526462
664	659	5	876526518
664	504	4	876526518
664	603	5	876526518
664	466	4	876526519
664	79	4	876526519
664	234	3	876526554
664	642	4	876526554
664	1109	4	876526555
664	717	1	876526555
664	31	4	876526555
664	525	4	876526580
664	53	3	876526580
664	684	4	876526580
664	118	3	876526604
664	450	3	876526604
664	654	5	876526604
664	77	3	876526631
664	566	4	876526631
664	229	3	876526631
664	431	2	876526631
664	636	3	876526631
664	121	3	876526659
664	230	3	876526659
664	770	4	876526659
664	54	3	876526684
664	657	5	876526685
664	203	4	876526685
664	356	3	876526685
664	673	3	876526718
664	449	2	876526718
664	227	3	876526718
664	1090	1	876526739
664	159	3	876526739
664	156	4	876526784
297	301	4	876529834
647	705	4	876530628
647	79	4	876530687
647	174	4	876530784
647	328	3	876531582
647	1014	3	876531583
647	588	4	876531955
647	490	4	876532145
647	631	4	876532425
647	748	4	876532501
647	294	3	876532501
647	326	3	876532517
647	405	4	876532747
647	147	4	876532975
647	15	4	876532975
647	250	3	876532975
647	298	3	876533005
81	269	3	876533229
81	288	3	876533229
81	289	3	876533229
81	147	4	876533389
81	456	1	876533504
81	283	4	876533504
81	116	3	876533504
81	475	5	876533504
81	276	4	876533545
81	100	3	876533545
81	7	4	876533545
81	121	4	876533586
81	471	3	876533586
81	282	5	876533619
81	150	3	876533619
81	222	2	876533619
647	29	4	876533657
81	93	3	876533657
81	275	4	876533657
647	231	4	876533657
647	403	4	876533657
81	273	4	876533710
81	118	2	876533764
81	742	2	876533764
81	237	4	876533764
81	405	3	876533764
647	554	4	876533810
81	717	2	876533824
81	926	3	876533824
81	596	3	876533824
647	568	4	876533832
647	77	4	876533851
81	284	3	876533894
647	82	4	876533912
81	410	4	876533946
81	25	5	876533946
81	151	2	876533946
81	1047	3	876533988
81	619	3	876534009
647	402	4	876534009
647	88	4	876534041
647	72	4	876534083
81	756	1	876534097
81	476	2	876534124
81	591	5	876534124
647	993	4	876534131
647	300	4	876534131
647	173	5	876534131
647	1016	4	876534131
647	357	5	876534131
647	197	5	876534131
647	255	4	876534131
647	177	5	876534131
647	22	5	876534131
647	136	5	876534131
647	213	3	876534151
81	111	3	876534174
81	280	4	876534214
81	928	4	876534214
81	411	2	876534244
647	222	4	876534274
647	121	4	876534274
647	291	3	876534275
647	742	4	876534275
647	134	4	876534275
647	71	4	876534275
647	496	4	876534275
647	202	4	876534275
647	427	4	876534275
647	1047	4	876534275
81	1028	1	876534277
81	274	3	876534313
81	1059	3	876534366
81	412	1	876534408
81	824	3	876534437
81	595	4	876534437
81	726	4	876534505
81	124	3	876534594
81	42	4	876534704
81	210	4	876534704
81	169	4	876534751
81	186	5	876534783
81	318	5	876534817
81	79	5	876534817
81	98	5	876534854
81	1	4	876534949
81	432	2	876535131
881	289	1	876535544
881	748	3	876535544
881	259	3	876535599
881	333	5	876535642
881	304	3	876535642
881	294	3	876535642
881	243	2	876535663
881	678	2	876535695
881	117	5	876535796
881	1	4	876535796
881	50	3	876535927
881	181	4	876535928
881	515	4	876535967
881	546	4	876536012
881	225	2	876536012
881	756	4	876536012
881	257	5	876536040
881	222	5	876536079
881	276	5	876536079
881	127	4	876536079
881	477	4	876536107
881	7	4	876536164
881	864	3	876536198
881	9	3	876536198
881	25	3	876536198
881	15	3	876536241
881	596	3	876536241
881	151	2	876536241
881	118	4	876536332
881	255	3	876536332
881	13	4	876536364
881	121	5	876536391
881	100	4	876536414
881	281	3	876536439
881	412	1	876536523
881	473	2	876536636
881	405	4	876536667
881	21	3	876536667
881	125	5	876536745
881	1033	1	876536745
881	103	1	876536745
881	282	4	876536773
881	742	4	876536773
881	274	3	876536850
881	924	3	876536850
881	685	2	876536877
881	112	2	876536978
881	934	3	876537011
881	1089	1	876537011
881	1028	3	876537056
881	1164	1	876537106
881	291	3	876537177
881	472	4	876537285
881	105	3	876537285
881	820	2	876537285
881	943	4	876537404
881	483	4	876537418
881	185	5	876537418
881	175	2	876537418
881	511	5	876537419
881	23	4	876537419
881	514	4	876537457
881	357	5	876537457
881	8	4	876537457
881	191	5	876537457
881	178	3	876537512
881	484	4	876537512
881	671	3	876537512
881	498	4	876537577
881	504	3	876537577
881	192	5	876537577
881	89	4	876537577
881	31	5	876537577
647	604	4	876537591
881	98	5	876537612
881	478	4	876537612
881	28	5	876537612
881	97	3	876537613
647	196	4	876537620
881	705	1	876537679
881	480	4	876537679
881	238	1	876537679
881	176	4	876537679
881	95	4	876537679
647	73	5	876537697
881	133	4	876537718
881	96	3	876537718
881	174	5	876537718
881	209	3	876537718
881	11	4	876537752
881	414	5	876537752
881	495	5	876537752
881	202	4	876537825
881	432	3	876537825
881	523	4	876537825
881	524	4	876537825
881	79	4	876537825
881	234	3	876537870
881	197	3	876537870
881	430	4	876537870
881	521	4	876537870
881	474	3	876537870
881	527	3	876537900
881	177	4	876537900
881	135	4	876537900
881	69	3	876537933
881	168	3	876537933
881	64	5	876537933
881	228	3	876537995
881	183	4	876537995
881	642	4	876538027
881	588	3	876538027
881	22	5	876538028
881	180	5	876538063
881	208	3	876538098
881	140	2	876538098
881	217	3	876538131
881	1118	3	876538131
881	193	5	876538131
881	417	2	876538131
881	392	5	876538155
881	194	3	876538185
881	200	2	876538185
881	196	3	876538185
881	186	3	876538221
881	526	5	876538251
881	580	5	876538251
881	82	5	876538286
881	265	5	876538286
881	4	3	876538286
881	214	4	876538322
881	71	4	876538322
881	395	3	876538322
881	663	5	876538322
881	226	3	876538400
881	179	5	876538400
881	582	1	876538465
881	732	5	876538465
881	561	4	876538465
881	205	4	876538465
881	625	5	876538465
881	399	4	876538465
881	161	3	876538506
881	204	4	876538506
881	1217	5	876538506
881	528	5	876538536
881	136	4	876538537
881	530	5	876538571
881	99	3	876538571
881	182	3	876538571
881	88	3	876538595
881	465	3	876538595
881	77	2	876538627
881	1124	4	876538627
881	188	4	876538665
881	62	4	876538666
881	81	3	876538666
881	385	4	876538666
881	419	5	876538691
881	1066	3	876538726
881	229	4	876538726
881	215	3	876538726
881	132	3	876538726
881	423	4	876538726
881	490	4	876538763
881	542	1	876538763
881	38	3	876538763
881	380	4	876538763
881	58	3	876538796
881	435	3	876538796
881	566	4	876538796
881	576	3	876538824
881	199	5	876538824
881	63	4	876538853
881	434	2	876538889
881	141	3	876538889
881	51	5	876538889
881	216	4	876538922
881	755	4	876538922
881	139	3	876538922
881	233	3	876538922
881	27	3	876538953
881	227	4	876538953
881	447	4	876538953
881	520	5	876538986
881	49	5	876538986
881	1228	3	876538986
881	172	4	876538986
881	506	4	876539020
881	568	4	876539020
881	94	2	876539020
881	1046	3	876539051
881	849	2	876539051
881	29	2	876539091
881	187	4	876539091
881	739	4	876539091
881	393	4	876539091
881	1540	1	876539091
881	400	2	876539128
881	143	5	876539128
881	728	3	876539129
881	679	1	876539129
881	712	3	876539156
881	654	4	876539156
881	451	1	876539186
881	601	5	876539186
881	630	4	876539187
881	72	2	876539220
881	70	2	876539220
881	559	2	876539220
881	218	4	876539260
881	573	3	876539260
881	134	5	876539260
881	401	1	876539260
881	1078	3	876539260
881	550	3	876539261
881	230	4	876539291
881	615	4	876539291
881	403	3	876539330
881	575	2	876539330
881	1133	2	876539360
881	54	4	876539387
881	375	1	876539387
881	795	2	876539418
881	1177	1	876539418
881	53	2	876539448
881	443	5	876539448
881	655	4	876539448
881	356	3	876539477
881	768	3	876539505
881	812	2	876539505
881	651	5	876539549
881	790	3	876539549
881	441	2	876539549
881	420	3	876539549
881	449	3	876539549
881	90	3	876539595
881	1411	2	876539595
881	43	3	876539595
881	554	1	876539636
881	1480	2	876539636
881	195	4	876539636
330	286	5	876543768
330	989	5	876543930
330	181	5	876544277
330	100	4	876544277
330	255	4	876544278
330	864	4	876544278
330	293	3	876544311
330	284	5	876544311
330	763	5	876544337
330	15	5	876544366
330	275	5	876544366
330	50	5	876544366
330	845	5	876544432
330	283	5	876544432
330	1084	5	876544432
330	1	5	876544432
330	1016	3	876544480
330	126	5	876544480
330	225	4	876544507
330	118	5	876544582
330	25	5	876544582
330	121	4	876544582
330	257	5	876544609
330	993	4	876544632
330	473	4	876544632
330	117	5	876544654
330	237	4	876544690
330	277	4	876544690
330	235	5	876544690
330	596	5	876544690
330	151	4	876544734
330	252	4	876544734
330	148	4	876544781
330	823	3	876544872
330	405	5	876544872
330	21	5	876544953
330	1028	4	876544953
330	866	5	876544998
330	370	4	876545058
330	105	4	876545150
330	739	5	876545368
330	403	5	876545417
330	231	5	876545418
330	627	5	876545479
330	22	5	876545532
330	708	3	876545598
330	133	5	876545625
330	603	5	876545625
330	729	5	876545721
330	153	5	876545970
330	423	5	876545971
330	694	5	876545971
330	161	4	876545999
330	588	5	876546033
330	98	5	876546033
330	527	3	876546071
330	197	5	876546071
330	95	5	876546105
330	479	5	876546105
330	205	3	876546105
330	58	5	876546132
330	135	3	876546172
330	496	5	876546172
330	174	5	876546172
330	99	4	876546172
330	71	5	876546236
330	8	5	876546236
330	185	4	876546236
330	470	5	876546267
330	177	4	876546267
81	544	2	876546272
330	82	4	876546298
330	419	5	876546298
330	418	5	876546298
330	238	5	876546323
330	318	5	876546377
330	443	4	876546377
330	136	5	876546378
330	385	5	876546378
330	47	5	876546409
330	208	5	876546409
330	969	5	876546409
330	64	5	876546409
330	168	3	876546439
330	357	4	876546439
330	143	5	876546470
330	216	5	876546470
330	70	4	876546470
330	747	3	876546498
330	132	5	876546498
330	28	5	876546526
330	11	4	876546561
330	102	4	876546586
330	447	4	876546619
330	172	5	876546619
330	200	5	876546668
330	195	3	876546694
330	501	5	876546719
330	568	5	876546752
330	213	5	876546752
330	660	5	876546752
330	432	4	876546753
330	51	5	876546753
330	73	5	876546782
330	31	5	876546812
330	485	5	876546839
330	204	5	876546839
330	210	5	876546866
330	69	5	876546890
330	427	5	876546920
330	44	5	876546920
330	88	5	876546948
330	38	4	876546948
330	202	5	876546948
330	193	5	876547004
330	393	4	876547004
330	699	5	876547032
330	692	5	876547032
